,classname,numberOfBugsFoundUntil, numberOfNonTrivialBugsFoundUntil: , numberOfMajorBugsFoundUntil: , numberOfCriticalBugsFoundUntil: , numberOfHighPriorityBugsFoundUntil: ,numberOfVersionsUntil, numberOfFixesUntil: , numberOfRefactoringsUntil: , numberOfAuthorsUntil: , linesAddedUntil: , maxLinesAddedUntil: , avgLinesAddedUntil: , linesRemovedUntil: , maxLinesRemovedUntil: , avgLinesRemovedUntil: , codeChurnUntil: , maxCodeChurnUntil: , avgCodeChurnUntil: , ageWithRespectTo: , weightedAgeWithRespectTo: , CvsEntropy , CvsWEntropy , CvsLinEntropy , CvsLogEntropy , CvsExpEntropy , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc ,bugs, nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs 
1168,['org::eclipse::pde::internal::ui::compare::PluginContentMergeViewer ,2,2,0,0,0,4,0,0,2,27,18,6.75,14,12,3.5,13,17,3.25,59,8.60317,3.70646,0.00243002,0.0165762,0.118772,0.0446829,6,1,1,5,15,0,1,0,45,6,0,1,0,0,2,17,10,0,0,0,0,0
1169,['org::eclipse::pde::internal::ui::editor::plugin::MatchSection ,4,2,0,0,0,30,0,0,7,428,117,14.2667,630,231,21,-202,30,-6.73333,227.429,57.474,17.7108,0.0719932,0.0363678,0.44627,0.0471804,15,3,2,13,120,0,7,0,215,16,21,6,8,0,7,101,46,0,0,0,0,0
1170,['org::eclipse::pde::internal::ui::editor::JarEntryFile ,0,0,0,0,0,10,1,0,4,47,13,4.7,25,14,2.5,22,10,2.2,204,58.8723,8.96317,0.00662557,0.0193884,0.226889,0.034476,6,1,2,4,28,0,2,0,36,8,0,2,0,0,8,25,11,0,0,0,0,0
1171,['org::eclipse::pde::internal::core::JavaElementChangeListener ,3,3,0,0,0,15,0,0,5,122,29,8.13333,77,34,5.13333,45,19,3,196.571,67.8677,13.1509,0.0207257,0.0302388,0.342488,0.0415576,14,1,2,13,91,0,2,0,147,14,6,2,9,0,5,93,50,0,0,0,0,0
1172,['org::eclipse::pde::ui::launcher::AbstractLaunchShortcut ,2,2,1,0,0,7,0,1,2,137,74,19.5714,51,31,7.28571,86,73,12.2857,104.429,12.7768,4.57971,0.0265213,0.0178985,0.139678,0.0447211,4,1,2,2,36,2,0,0,65,9,6,0,2,0,0,34,14,0,0,0,0,0
1173,['org::eclipse::pde::internal::runtime::spy::handlers::SpyHandler ,1,0,0,0,0,4,0,0,1,19,8,4.75,9,7,2.25,10,7,2.5,52.4286,17.5188,4.41398,0.00769759,0.0288568,0.161044,0.101736,1,1,0,1,1,0,1,0,15,2,0,1,0,0,2,7,6,0,0,0,0,0
1174,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSPage ,8,3,0,0,0,10,0,0,3,120,29,12,75,48,7.5,45,29,4.5,99.2857,26.8655,11.6432,0.0370385,0.0355701,0.331159,0.0592109,15,2,2,14,28,0,2,0,95,8,29,1,1,0,5,48,21,0,0,0,0,0
1175,['org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceNewWizard ,2,0,0,0,0,2,0,1,2,3,3,1.5,4,4,2,-1,0,-0.5,95.5714,58.5714,1.56044,0.00116395,0.00803114,0.0525856,0.0247077,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0,0,0,0,0
1176,['org::eclipse::pde::internal::ui::wizards::exports::ProductDestinationGroup ,0,0,0,0,0,10,0,0,3,273,125,27.3,33,24,3.3,240,125,24,140,5.87075,4.43166,0.0336631,0.0140646,0.125048,0.0342961,5,3,1,5,10,0,0,11,84,5,23,0,0,0,2,26,16,1,0,0,0,0
1177,['org::eclipse::pde::internal::ui::search::FindReferencesAction ,5,3,0,0,0,21,2,0,9,92,16,4.38095,82,31,3.90476,10,10,0.47619,305,143,14.3549,0.015804,0.0362026,0.381548,0.0620639,7,2,0,7,3,0,2,0,38,3,3,2,1,0,1,31,12,0,0,0,0,0
1178,['org::eclipse::pde::internal::ui::wizards::exports::FeatureExportWizard ,11,9,1,0,1,67,2,0,8,659,107,9.83582,575,182,8.58209,84,88,1.25373,297.571,58.0098,16.4773,0.0605071,0.0462515,0.442735,0.106144,17,3,1,16,21,0,2,13,84,7,18,2,1,0,2,54,15,2,0,0,0,0
1179,['org::eclipse::pde::internal::ui::elements::ElementLabelProvider ,0,0,0,0,0,6,1,0,6,34,17,5.66667,26,15,4.33333,8,6,1.33333,335.286,200.097,6.41569,0.0033242,0.0163241,0.169334,0.0343568,2,1,1,1,3,1,1,0,15,3,0,0,0,0,3,7,5,0,0,0,0,0
1180,['org::eclipse::pde::internal::core::util::PDEXMLHelper ,2,0,0,0,0,7,0,1,4,90,44,12.8571,14,13,2,76,44,10.8571,116.143,52.9079,6.74569,0.0221565,0.0244919,0.202465,0.0506472,19,1,15,4,66,0,8,0,138,12,6,0,0,0,11,59,35,0,0,0,0,0
1181,['org::eclipse::pde::internal::ui::editor::ModelDataTransfer ,1,1,0,0,0,11,1,0,7,46,13,4.18182,41,18,3.72727,5,4,0.454545,335.286,155.776,7.47927,0.00449419,0.0178894,0.194515,0.0345277,15,1,11,4,15,0,4,0,62,6,0,3,0,0,2,21,10,0,0,0,0,0
1182,['org::eclipse::pde::internal::core::ModelProviderEvent ,1,1,1,0,0,8,1,0,6,52,31,6.5,45,31,5.625,7,6,0.875,335.286,217.591,6.42599,0.00439841,0.0158461,0.168539,0.0313813,5,1,5,0,15,0,5,4,22,6,11,5,0,0,6,6,9,0,0,0,0,0
1183,['org::eclipse::pde::internal::ui::properties::CompilersPropertyPage ,4,4,0,0,0,15,0,0,5,180,85,12,234,118,15.6,-54,4,-3.6,201,150.579,15.2441,0.120521,0.0741358,0.474406,0.191705,2,1,0,2,36,0,4,0,75,9,0,4,2,0,4,38,13,0,0,0,0,0
1184,['org::eclipse::pde::internal::ui::launcher::RunWorkbenchAction ,1,1,0,0,0,7,0,0,5,17,7,2.42857,18,9,2.57143,-1,1,-0.142857,227.857,115.252,7.38607,0.00305409,0.0185547,0.195233,0.0352467,2,1,0,2,0,0,0,0,9,1,0,0,0,0,1,4,1,0,0,0,0,0
1185,['org::eclipse::pde::internal::ui::preferences::EditorPreferencePage ,2,2,0,0,0,38,1,0,7,902,276,23.7368,838,303,22.0526,64,224,1.68421,326.571,168.697,13.8243,0.208582,0.0284788,0.347748,0.0409902,6,1,0,6,28,0,3,11,70,8,0,3,2,0,4,32,8,1,0,0,0,0
1186,['org::eclipse::pde::internal::core::build::BuildModel ,2,2,0,0,1,14,1,0,7,137,61,9.78571,123,51,8.78571,14,10,1,335.286,106.508,8.50394,0.0110983,0.021538,0.225042,0.0419609,14,4,8,6,6,2,3,1,41,4,63,2,0,0,4,28,10,0,0,0,0,0
1187,['org::eclipse::pde::internal::ui::views::dependencies::CalleesContentProvider ,7,6,0,0,0,7,0,1,2,119,52,17,54,21,7.71429,65,31,9.28571,108.143,38.0936,6.94439,0.0436568,0.0236384,0.203728,0.0467882,3,3,2,1,3,2,1,0,47,3,16,1,1,0,1,20,16,0,0,0,0,0
1188,['org::eclipse::pde::internal::ui::editor::schema::SchemaPreviewLauncher ,2,0,0,0,0,3,0,0,3,40,37,13.3333,8,8,2.66667,32,37,10.6667,70,2.82143,3.22666,0.009322,0.0142055,0.1026,0.0385521,3,1,0,3,1,0,0,0,46,2,6,0,1,0,1,14,6,0,0,0,0,0
1189,['org::eclipse::pde::internal::ui::tests::macro::MacroPlugin ,0,0,0,0,0,4,0,0,3,39,28,9.75,37,28,9.25,2,2,0.5,183.857,124.077,4.68802,0.00754102,0.0163329,0.13759,0.0373153,15,1,11,4,15,0,2,0,43,6,0,2,0,0,6,18,6,0,0,0,0,0
1190,['org::eclipse::pde::internal::ui::editor::contentassist::TypeContentProposal ,1,1,0,0,0,2,0,0,2,7,7,3.5,8,8,4,-1,0,-0.5,94.4286,60.2857,1.76682,0.000374126,0.0100966,0.0617154,0.0339284,3,1,2,1,21,0,4,0,27,7,6,4,0,0,7,8,8,0,0,0,0,0
1191,['org::eclipse::pde::internal::ui::correction::RemoveExportPackageResolution ,0,0,0,0,0,4,1,1,3,16,10,4,9,8,2.25,7,10,1.75,150.429,52.0982,3.18664,0.00246479,0.0122967,0.0957854,0.0341758,3,3,1,2,6,0,1,5,16,4,14,0,0,1,3,9,5,0,0,0,0,0
1192,['org::eclipse::pde::internal::ui::correction::RemoveBuildEntryResolution ,1,1,0,0,0,4,2,1,2,11,10,2.75,5,4,1.25,6,10,1.5,130.857,11.9091,3.18664,0.00254719,0.0122967,0.0957854,0.0341758,3,3,1,2,3,0,0,7,20,3,14,0,0,0,2,8,6,0,0,0,0,0
1193,['org::eclipse::pde::internal::ui::editor::product::BrandingPage ,3,1,0,0,0,24,0,0,7,112,34,4.66667,66,19,2.75,46,34,1.91667,189.571,44.4732,19.6689,0.0412643,0.0394019,0.493295,0.0471602,7,2,1,6,6,0,1,0,24,4,28,0,1,0,1,15,4,0,0,0,0,0
1194,['org::eclipse::pde::internal::ui::editor::plugin::ManifestOutlinePage ,1,1,0,0,0,13,0,0,5,68,18,5.23077,63,16,4.84615,5,18,0.384615,227.429,53.8655,12.2006,0.0154827,0.0233267,0.300266,0.0345879,7,3,1,6,3,0,0,4,37,3,21,0,0,0,1,19,19,0,0,0,0,0
1195,['org::eclipse::pde::internal::ui::parts::ComboPart ,7,6,0,0,0,18,2,0,5,131,28,7.27778,55,20,3.05556,76,18,4.22222,227.429,109.435,18.2442,0.0269151,0.0420687,0.474248,0.0612386,16,1,16,0,120,2,1,0,92,16,6,0,0,0,16,47,32,1,0,0,0,0
1196,['org::eclipse::pde::ui::templates::RadioChoiceOption ,1,1,0,0,0,6,0,0,2,48,17,8,30,14,5,18,17,3,137.143,17.2708,3.98647,0.00718052,0.013313,0.114134,0.0341759,6,4,1,5,15,0,2,1,72,6,34,2,1,0,2,30,16,0,0,0,0,0
1197,['org::eclipse::pde::internal::core::PDEClasspathContainer ,7,6,2,0,0,35,0,0,6,406,112,11.6,253,46,7.22857,153,68,4.37143,225.286,65.3638,19.5417,0.0992967,0.051806,0.521461,0.102926,12,1,2,10,36,1,3,0,97,9,6,3,3,0,1,68,32,0,0,0,0,0
1198,['org::eclipse::pde::internal::ui::launcher::LaunchArgumentsHelper ,12,12,2,0,0,33,0,1,5,796,225,24.1212,232,80,7.0303,564,225,17.0909,155.714,30.9934,22.5021,0.148818,0.0665303,0.623315,0.115857,28,1,11,17,120,0,0,0,280,16,6,0,3,0,13,156,75,5,0,0,0,0
1199,['org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizard ,12,9,3,0,2,53,1,0,8,603,82,11.3774,585,93,11.0377,18,53,0.339623,335.286,140.258,17.2611,0.103528,0.0407386,0.450399,0.0662453,11,1,0,11,55,0,5,0,115,11,0,5,4,0,7,60,28,1,0,0,0,0
1200,['org::eclipse::pde::internal::core::product::ProductPlugin ,3,3,0,0,0,12,0,0,5,42,10,3.5,38,13,3.16667,4,10,0.333333,191.143,54.4354,11.3834,0.0120414,0.0261054,0.294949,0.0397964,4,3,1,3,10,0,2,0,19,5,32,2,0,0,5,12,7,1,0,1,1,0
1201,['org::eclipse::pde::internal::ui::compare::PluginStructureCreator ,4,3,1,1,0,5,0,0,4,43,26,8.6,45,37,9,-2,7,-0.4,59,20.4917,5.20137,0.0101639,0.0319316,0.18445,0.106445,12,1,1,11,105,0,5,0,152,15,0,0,11,0,3,65,35,0,0,0,0,0
1202,['org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpTopicDetails ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,11,4,1,10,55,0,3,0,95,11,34,3,1,0,6,56,16,0,0,0,0,0
1203,['org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationPage ,17,14,0,0,0,31,0,0,5,352,94,11.3548,259,68,8.35484,93,84,3,182,103.049,25.5219,0.255267,0.116361,0.784625,0.275399,11,1,2,10,153,0,20,0,296,18,0,11,6,0,7,94,41,2,0,1,0,0
1204,['org::eclipse::pde::internal::core::PluginModelManager ,32,31,6,4,5,137,5,1,9,2209,577,16.1241,1461,416,10.6642,748,161,5.45985,335.286,182.492,33.6659,0.373898,0.115257,0.958309,0.222775,48,1,27,23,528,0,6,0,504,33,7,6,12,0,21,274,142,3,0,0,0,0
1205,['org::eclipse::pde::internal::ui::correction::RemoveSeperatorBuildEntryResolution ,1,1,0,0,0,4,2,1,2,11,10,2.75,5,4,1.25,6,10,1.5,130.857,11.9091,3.18664,0.00254719,0.0122967,0.0957854,0.0341758,4,3,1,3,3,0,0,7,13,3,14,0,0,0,2,8,3,0,0,0,0,0
1206,['org::eclipse::pde::internal::ui::nls::ExternalizeStringsWizardPage ,7,5,1,0,0,34,4,0,4,1678,563,49.3529,567,132,16.6765,1111,563,32.6765,154.857,9.12728,17.0216,0.147613,0.0396755,0.445294,0.0554328,20,1,2,19,171,0,27,0,378,19,0,23,14,0,4,135,57,0,0,0,0,0
1207,['org::eclipse::pde::internal::ui::editor::product::ProductInfoSection ,13,9,0,0,0,49,4,1,7,935,148,19.0816,398,101,8.12245,537,143,10.9592,189.571,84.8982,29.4386,0.205533,0.0772426,0.787112,0.142391,23,3,1,22,276,0,7,0,325,24,23,7,13,0,10,174,42,2,0,0,0,0
1208,['org::eclipse::pde::internal::core::schema::SchemaType ,1,1,0,0,0,11,1,0,7,50,18,4.54545,33,16,3,17,7,1.54545,335.286,166.054,7.6507,0.00564825,0.0206492,0.206349,0.0419545,2,1,2,0,10,2,3,0,16,5,15,3,0,0,5,5,5,0,0,0,0,0
1209,['org::eclipse::pde::internal::ui::PixelConverter ,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,3,0,1,0,12,3,6,1,0,0,3,7,3,0,0,0,0,0
1210,['org::eclipse::pde::internal::core::text::bundle::BundleVendorHeader ,0,0,0,0,0,4,0,0,2,64,31,16,2,2,0.5,62,31,15.5,151,3.79688,3.30831,0.0033968,0.0116346,0.0962807,0.0310383,4,5,3,1,3,0,1,4,9,3,64,1,0,0,3,5,3,0,0,0,0,0
1211,['org::eclipse::pde::internal::ui::editor::contentassist::display::BrowserInformationControl ,3,1,0,0,0,6,1,0,3,132,118,22,168,148,28,-36,2,-6,110.857,70.2013,5.5393,0.0141319,0.0218939,0.168267,0.0596035,10,1,2,8,300,0,20,0,230,25,6,20,1,0,24,77,55,1,0,0,0,0
1212,['org::eclipse::pde::internal::core::build::WorkspaceBuildModel ,2,2,1,1,1,19,1,0,7,136,91,7.15789,131,99,6.89474,5,6,0.263158,335.286,127.958,7.27922,0.00572058,0.0167348,0.187232,0.0313877,26,5,17,9,78,0,4,2,62,13,72,4,0,0,12,35,14,1,0,1,0,0
1213,['org::eclipse::pde::internal::core::schema::SchemaAttributeHandler ,3,3,0,0,0,4,0,0,3,34,23,8.5,42,26,10.5,-8,0,-2,111,52.0588,3.82071,0.00564721,0.0134045,0.112153,0.0319774,4,2,1,3,28,0,7,1,63,8,36,7,0,0,6,26,22,0,0,0,0,0
1214,['org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardDetailedPage ,31,23,2,2,3,92,1,0,8,1806,254,19.6304,1584,500,17.2174,222,162,2.41304,335.286,128.619,25.1591,0.153394,0.0570972,0.651419,0.0818436,11,2,1,10,465,0,15,6,514,31,14,15,24,0,5,195,76,2,0,0,0,0
1215,['org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewTreePage ,5,5,0,0,0,6,0,1,2,55,35,9.16667,38,30,6.33333,17,34,2.83333,108.143,46.4416,5.97445,0.014591,0.0201118,0.174141,0.0414715,4,2,1,3,10,0,2,4,38,5,15,1,0,1,2,17,9,0,0,0,0,0
1216,['org::eclipse::pde::internal::ui::editor::text::AbstractHyperlink ,1,0,0,0,0,3,0,0,2,12,10,4,2,2,0.666667,10,10,3.33333,118,57.4286,3.36633,0.00643543,0.0148684,0.107253,0.0401211,0,1,0,0,6,6,2,0,13,4,6,1,0,0,4,4,4,0,0,0,0,0
1217,['org::eclipse::pde::internal::ui::commands::CommandComposerPart ,7,7,0,0,0,15,0,0,4,174,36,11.6,117,44,7.8,57,30,3.8,104.286,23.7135,11.2702,0.0482636,0.032511,0.315381,0.0492514,8,1,7,3,231,0,14,0,115,22,6,10,1,0,13,45,29,0,0,0,0,0
1218,['org::eclipse::pde::internal::ui::editor::plugin::ExtensionLabelProvider ,0,0,0,0,0,2,0,0,1,204,204,102,0,0,0,204,204,102,36,0,1.77712,0.00794508,0.00961856,0.0609203,0.0309529,1,1,1,1,3,0,0,0,6,3,0,0,0,0,2,5,2,0,0,0,0,0
1219,['org::eclipse::pde::internal::ui::editor::schema::SchemaEditor ,10,4,0,0,0,47,3,0,7,675,135,14.3617,502,134,10.6809,173,65,3.68085,335.286,131.094,21.903,0.0728744,0.0468823,0.561237,0.0531828,19,3,2,17,210,0,1,1,152,21,72,1,1,0,9,67,35,0,0,0,0,0
1220,['org::eclipse::pde::internal::ui::correction::CreateManifestClassResolution ,3,3,0,0,0,11,2,2,3,30,10,2.72727,19,5,1.72727,11,10,1,128.286,29.6762,9.28127,0.00749144,0.0270432,0.259052,0.0470338,9,3,1,8,3,0,1,5,22,3,14,1,0,0,2,17,6,0,0,0,0,0
1221,['org::eclipse::pde::internal::ui::tests::macro::WaitCommand ,0,0,0,0,0,7,0,0,3,38,15,5.42857,33,11,4.71429,5,8,0.714286,183.857,85.2707,7.26436,0.0113311,0.0191685,0.19472,0.0373481,2,2,1,1,15,0,2,0,42,6,18,1,1,0,5,17,11,0,0,0,0,0
1222,['org::eclipse::pde::internal::ui::editor::schema::NewClassCreationWizard ,3,2,0,0,0,7,0,0,3,164,63,23.4286,30,20,4.28571,134,59,19.1429,147,44.3206,5.62327,0.0181486,0.0178333,0.159459,0.0401097,3,2,1,2,3,0,4,1,62,3,6,4,1,0,2,23,17,0,0,0,0,0
1223,['org::eclipse::pde::internal::core::BundleValidationOperation ,1,1,0,0,0,3,0,0,2,12,11,4,26,14,8.66667,-14,0,-4.66667,77.4286,38.0238,3.19948,0.00543121,0.0133136,0.0998805,0.034302,2,1,1,1,10,0,4,0,35,5,6,4,0,0,5,16,11,0,0,0,0,0
1224,['org::eclipse::pde::internal::core::target::Target ,2,2,0,0,0,20,2,1,3,549,179,27.45,136,48,6.8,413,178,20.65,144.857,11.1283,10.0124,0.103746,0.0220595,0.257273,0.0322708,17,3,1,16,820,0,12,2,338,41,63,12,5,0,36,229,124,0,0,0,0,0
1225,['org::eclipse::ui::internal::views::log::Group ,2,1,0,0,0,3,0,0,1,13,8,4.33333,5,4,1.66667,8,7,2.66667,40.5714,13.4615,2.98374,0.00476133,0.02022,0.110513,0.0736421,3,2,2,1,3,1,1,1,14,3,11,1,0,0,3,6,4,0,0,0,0,0
1226,['org::eclipse::ui::internal::views::log::LogEntry ,3,2,1,0,0,5,0,0,1,75,43,15,87,38,17.4,-12,9,-2.4,49.4286,8.60762,5.55124,0.0441936,0.0263191,0.181891,0.0745964,12,2,5,7,231,0,10,1,220,22,11,9,3,0,14,87,62,0,0,0,0,0
1227,['org::eclipse::pde::internal::ui::editor::feature::FeatureFormPage ,3,1,0,0,0,19,1,0,8,387,254,20.3684,177,45,9.31579,210,218,11.0526,335.286,152.426,14.3708,0.0562636,0.0333241,0.372883,0.0525525,11,2,1,11,66,0,3,0,163,12,28,2,5,0,5,79,12,0,0,0,0,0
1228,['org::eclipse::pde::internal::ui::search::PluginSearchResultPage ,5,3,0,0,0,11,0,1,5,68,19,6.18182,44,27,4,24,10,2.18182,201.286,92.6323,10.9766,0.0144924,0.0250545,0.284577,0.0372108,7,2,0,7,15,0,0,0,37,6,7,0,0,0,2,27,7,0,0,0,0,0
1229,['org::eclipse::pde::internal::ui::editor::target::TargetEditorContributor ,0,0,0,0,0,2,0,0,2,1,1,0.5,2,2,1,-1,0,-0.5,144.857,110.714,1.76682,7.48E-05,0.0100966,0.0617154,0.0339284,0,2,0,0,0,0,0,3,3,1,20,0,0,0,1,1,1,0,0,0,0,0
1230,['org::eclipse::pde::internal::ui::editor::contentassist::XMLContentAssistProcessor ,19,12,0,0,0,35,0,1,5,2229,589,63.6857,794,236,22.6857,1435,589,41,114.857,13.3504,17.9211,0.354262,0.0585588,0.516434,0.115377,29,2,2,28,595,0,27,0,588,35,18,14,23,0,8,234,177,0,0,0,0,0
1231,['org::eclipse::pde::internal::ui::tests::macro::RecordBlock ,0,0,0,0,0,4,0,0,3,15,12,3.75,20,13,5,-5,0,-1.25,183.857,142,4.68802,0.0054815,0.0163329,0.13759,0.0373153,10,1,3,7,66,0,2,2,70,12,9,2,3,0,9,47,17,0,0,0,0,0
1232,['org::eclipse::pde::internal::ui::editor::text::BundleHyperlink ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,1,3,1,0,1,0,0,1,6,2,13,0,0,0,1,3,2,0,0,0,0,0
1233,['org::eclipse::pde::internal::ui::launcher::OSGiFrameworkManager ,0,0,0,0,0,2,0,0,2,28,28,14,41,41,20.5,-13,0,-6.5,104.429,70.2857,1.76682,0.00172098,0.0100966,0.0617154,0.0339284,8,1,6,3,55,0,8,0,81,11,6,1,2,0,9,42,25,0,0,0,0,0
1234,['org::eclipse::pde::internal::ui::templates::PDETemplateMessages ,7,2,0,0,0,7,0,1,5,48,15,6.85714,27,18,3.85714,21,14,3,95.5714,39.9375,7.36317,0.0725297,0.079909,4.11741,0.151176,0,1,0,0,0,0,235,0,0,0,0,1,0,234,0,0,0,0,0,0,0,0
1235,['org::eclipse::pde::internal::ui::refactoring::RenamePluginWizard ,2,0,0,0,0,3,0,1,1,6,4,2,7,5,2.33333,-1,0,-0.333333,79.8571,41.8095,2.98148,0.00205524,0.0152753,0.100208,0.0467909,2,1,1,1,1,0,1,0,8,2,0,0,0,1,1,4,2,0,0,0,0,0
1236,['org::eclipse::pde::internal::ui::editor::build::BuildOutlinePage ,0,0,0,0,0,12,1,0,6,65,29,5.41667,140,102,11.6667,-75,6,-6.25,335.286,116.965,8.04434,0.00632068,0.0180291,0.205054,0.0343696,7,3,1,6,3,0,0,4,23,3,21,0,0,0,1,10,8,0,0,0,0,0
1237,['org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpAbstractAddAction ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,5,1,4,1,10,3,2,0,27,5,0,0,0,0,4,11,7,0,0,0,0,0
1238,['org::eclipse::pde::internal::core::util::PDESchemaHelper ,4,1,0,0,0,4,0,0,1,16,12,4,4,3,1,12,9,3,29.2857,2.33036,1.84469,0.0111182,0.0137378,0.070979,0.0530614,14,1,3,11,10,0,0,0,90,5,6,0,3,0,2,53,25,1,0,1,0,0
1239,['org::eclipse::pde::internal::ui::preferences::ProjectSelectionDialog ,2,2,0,0,0,3,0,0,1,4,3,1.33333,4,3,1.33333,0,0,0,21,0.571429,1.42715,0.00518667,0.0136159,0.0607108,0.0552336,4,1,1,3,10,0,6,0,84,5,0,6,1,0,1,25,8,0,0,0,0,0
1240,['org::eclipse::pde::internal::ui::wizards::exports::ProductExportWizard ,8,6,1,1,0,28,0,0,6,218,48,7.78571,141,31,5.03571,77,39,2.75,182.286,46.6363,19.5212,0.0775922,0.052507,0.523646,0.10354,21,2,1,20,36,0,5,12,115,9,11,5,2,0,3,86,29,3,0,1,0,0
1241,['org::eclipse::pde::internal::core::natures::FeatureProject ,1,1,0,0,0,3,0,0,3,12,11,4,10,9,3.33333,2,2,0.666667,133.571,89.8214,3.19695,0.00113569,0.0118187,0.0949903,0.0312002,1,2,0,1,3,0,0,0,9,3,6,0,0,0,3,5,3,0,0,0,0,0
1242,['org::eclipse::pde::internal::ui::editor::PDEFormPage ,18,12,3,1,1,44,2,0,9,1016,173,23.0909,650,181,14.7727,366,132,8.31818,335.286,175.332,27.4287,0.16713,0.0585376,0.702761,0.0634595,145,1,137,10,465,28,3,0,358,31,0,3,3,0,20,124,97,0,0,0,0,0
1243,['org::eclipse::pde::internal::ui::wizards::plugin::NewProjectCreationOperation ,27,25,4,2,0,93,0,1,8,2671,725,28.7204,2481,421,26.6774,190,446,2.04301,239,60.0052,35.7287,0.37033,0.0960292,0.959499,0.188175,46,1,3,43,231,1,6,0,440,22,0,6,11,0,2,258,115,2,0,0,0,0
1244,['org::eclipse::pde::internal::ui::wizards::feature::AbstractNewFeatureWizard ,3,3,0,0,0,5,0,0,2,33,21,6.6,25,21,5,8,10,1.6,133.429,83.8874,6.00267,0.0044092,0.0183645,0.168748,0.0386814,6,2,1,5,21,2,7,0,40,7,8,1,0,0,5,21,11,0,0,0,0,0
1245,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSObject ,1,0,0,0,0,11,0,0,2,162,123,14.7273,188,123,17.0909,-26,123,-2.36364,59.2857,0.911816,4.41258,0.0249183,0.0185832,0.138856,0.0463837,5,4,1,4,55,10,1,62,30,11,312,1,0,0,10,18,9,0,0,0,0,0
1246,['org::eclipse::pde::internal::ui::editor::SystemFileStorage ,0,0,0,0,0,6,1,0,6,37,12,6.16667,24,15,4,13,10,2.16667,335.286,176.448,6.41569,0.00530912,0.0163241,0.169334,0.0343568,3,1,1,2,28,0,1,0,29,8,0,1,0,0,8,18,9,0,0,0,0,0
1247,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSInputContextManager ,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,105.857,0,0,0,0,0,0,2,2,1,1,1,0,0,0,7,2,29,0,0,0,2,4,3,0,0,0,0,0
1248,['org::eclipse::pde::internal::core::text::DocumentObject ,4,2,0,0,0,21,0,0,4,1462,332,69.619,605,232,28.8095,857,322,40.8095,59.2857,2.43336,6.35106,0.145847,0.02603,0.198321,0.0622583,41,3,28,13,528,3,3,14,381,33,195,3,1,0,27,139,96,0,0,0,0,0
1249,['org::eclipse::pde::internal::ui::correction::RemoveNodeXMLResolution ,2,2,0,0,0,6,1,1,2,39,22,6.5,36,23,6,3,10,0.5,129.429,15.5092,3.82133,0.0120166,0.0132583,0.110934,0.0342712,8,3,1,7,3,0,0,6,27,3,17,0,0,0,2,15,8,0,0,0,0,0
1250,['org::eclipse::pde::internal::ui::editor::feature::DataDetailsSection ,1,1,0,0,0,8,0,0,4,36,14,4.5,58,31,7.25,-22,2,-2.75,188.429,90.0079,10.3221,0.0125839,0.0245946,0.269015,0.0426566,10,3,0,10,91,0,3,0,125,14,21,2,2,0,11,63,32,0,0,0,0,0
1251,['org::eclipse::pde::internal::ui::wizards::FolderSelectionDialog ,3,3,0,0,0,12,0,0,6,60,19,5,55,31,4.58333,5,10,0.416667,246.571,148.738,12.0882,0.0281883,0.0391765,0.335725,0.101962,2,1,1,1,15,0,2,0,54,6,0,2,1,0,2,23,10,0,0,0,0,0
1252,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::NewCommandKeyEvent ,1,0,0,0,0,2,0,0,2,2,2,1,2,2,1,0,0,0,70.2857,36.1429,1.76682,9.98E-05,0.0100966,0.0617154,0.0339284,2,1,2,0,3,0,3,0,11,3,12,3,0,0,3,3,3,0,0,0,0,0
1253,['org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpRoot ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,3,5,2,1,21,0,1,30,22,7,253,1,0,0,7,8,7,0,0,0,0,0
